arrival_time,from_floor,to_floor,mannerly,waiting,in_elevator
08:04:05.470,4,3,1,62.23,14.61
08:04:09.160,3,4,1,13.79,12.59
08:04:11.120,7,5,1,69.56,31.13
08:04:11.680,1,0,1,98.68,15.47
08:04:12.870,2,1,1,84.01,12.46
08:04:13.130,1,4,1,25.6,40.63
08:04:13.970,4,3,1,54.74,12.59
08:04:14.120,3,4,1,9.08,12.59
08:04:16.530,5,0,1,35.6,75.72
08:04:17.60,4,1,1,0.0,0.0
08:04:20.700,1,0,1,90.67,13.45
08:04:22.100,7,3,1,59.59,61.32
08:04:22.970,5,0,1,30.17,73.7
08:04:24.140,6,0,1,74.13,96.14
08:04:24.300,5,3,1,29.85,30.18
08:04:38.490,5,3,1,16.67,28.16
08:04:43.290,0,4,1,86.59,46.21
08:04:46.370,2,6,1,7.86,53.24
08:04:50.550,5,6,1,1.01,12.53
08:04:53.00,4,0,1,0.0,0.0
08:04:57.720,7,6,1,24.98,12.53
08:05:02.330,4,5,1,20.07,12.53
08:05:06.580,1,6,1,150.94,70.76
08:05:07.270,5,1,1,46.57,66.1
08:05:12.20,2,6,1,0.0,0.0
08:05:15.390,4,2,1,52.0,32.33
08:05:23.380,0,4,1,47.51,44.19
08:05:26.980,0,2,1,44.92,18.04
08:05:29.530,0,7,1,43.38,70.11
08:05:33.350,6,3,1,5.93,42.72
08:05:34.340,7,1,1,28.71,68.55
08:05:36.690,7,6,1,27.37,12.53
08:05:37.620,4,3,1,30.78,12.59
08:05:51.670,6,1,1,25.94,52.98
08:05:58.100,0,2,1,15.82,15.01
08:06:02.260,6,3,1,16.36,26.96
08:06:10.260,3,0,1,13.77,49.37
08:06:14.320,7,5,1,69.72,26.08
08:06:20.820,3,5,1,21.67,26.14
08:06:21.950,6,7,1,117.1,12.53
08:06:25.440,5,2,1,5.72,26.96
08:06:26.180,3,1,1,1.01,31.74
08:06:31.540,4,3,1,99.35,14.61
08:06:32.90,4,0,1,0.0,0.0
08:06:34.220,1,4,1,64.31,43.66
08:06:36.780,0,6,1,39.66,61.59
08:06:41.630,5,2,1,69.51,50.94
08:06:43.590,2,1,1,1.87,12.46
08:06:44.550,7,3,1,40.5,62.47
08:06:47.780,0,7,1,29.67,76.15
08:06:54.70,7,0,1,0.0,0.0
08:07:00.210,2,5,1,32.26,33.02
08:07:01.110,6,3,1,36.48,48.92
08:07:02.610,2,5,1,30.87,31.0
08:07:03.730,4,3,1,68.17,12.59
08:07:11.620,2,4,1,22.87,14.42
08:07:12.560,3,5,1,54.01,29.17
08:07:16.810,1,7,1,22.73,82.29
08:07:20.680,3,7,1,46.9,53.24
08:07:30.430,1,4,1,10.12,40.63
08:07:31.40,5,1,1,0.0,0.0
08:07:38.290,3,1,1,50.25,27.02
08:07:40.510,3,5,1,28.08,26.14
08:07:40.810,4,7,1,9.12,42.66
08:07:41.550,2,3,1,11.47,12.53
08:07:44.800,7,3,1,49.82,43.56
08:07:45.90,1,7,1,0.0,0.0
08:07:46.410,1,0,1,71.18,13.45
08:07:49.420,4,5,1,1.52,12.53
08:07:55.740,5,1,1,2.61,58.22
08:08:02.820,6,0,1,200.77,105.43
08:08:05.420,7,4,1,30.21,27.93
08:08:07.40,4,6,1,0.0,0.0
08:08:08.850,3,1,1,20.7,25.0
08:08:09.90,0,3,1,0.0,0.0
08:08:14.650,0,1,1,57.41,17.49
08:08:15.230,5,3,1,35.8,26.14
08:08:16.730,7,1,1,19.91,73.33
08:08:22.570,6,5,1,182.03,16.57
08:08:24.520,2,3,1,79.53,14.55
08:08:27.260,0,6,1,45.81,96.34
08:08:28.90,0,3,1,0.0,0.0
08:08:31.30,0,3,1,0.0,0.0
08:08:33.710,4,0,1,30.87,59.86
08:08:37.770,0,4,1,36.31,61.16
08:08:39.290,3,5,1,80.33,29.17
08:08:48.160,3,6,1,72.47,46.76
08:08:48.200,6,4,1,157.41,34.16
08:08:49.90,7,5,1,0.0,0.0
08:08:50.450,2,1,1,46.05,12.46
08:08:52.920,3,6,1,68.72,44.74
08:08:57.110,1,2,1,33.46,12.46
08:08:58.890,0,5,1,16.2,74.71
08:09:01.260,6,1,1,145.36,84.9
08:09:07.340,5,3,1,156.87,30.18
08:09:10.460,0,6,1,5.64,92.3
08:09:10.480,2,7,1,34.58,79.92
08:09:14.440,3,2,1,4.76,16.28
08:09:17.610,5,2,1,147.61,46.76
08:09:20.590,2,7,1,25.48,77.9
08:09:21.940,3,0,1,1.01,40.48
08:09:25.20,0,6,1,0.0,0.0
08:09:25.670,7,6,1,100.33,16.57
08:09:27.610,3,7,1,35.04,60.31
08:09:29.60,4,1,1,0.0,0.0
08:09:30.810,4,6,1,45.45,29.11
08:09:40.280,4,2,1,140.51,30.18
08:09:40.430,3,0,1,155.99,50.58
08:09:42.770,5,6,1,48.05,13.54
08:09:42.860,4,5,1,44.17,14.55
08:09:42.900,1,7,1,35.01,68.57
08:09:46.380,5,7,1,45.45,30.12
08:09:50.160,5,4,1,116.07,12.53
08:09:52.290,6,1,1,95.34,82.88
08:09:58.370,5,7,1,44.23,28.1
08:09:58.840,7,2,1,68.17,85.98
08:10:06.700,7,5,1,61.32,35.17
08:10:11.650,7,1,1,57.38,103.5
08:10:12.240,6,3,1,76.4,46.76
08:10:12.340,4,5,1,15.7,12.53
08:10:13.330,6,0,1,82.82,47.15
08:10:15.870,2,6,1,14.51,42.55
08:10:16.630,7,5,1,53.41,32.14
08:10:17.500,5,6,1,26.11,14.55
08:10:25.210,2,4,1,6.18,26.14
08:10:27.340,6,0,1,69.82,45.13
08:10:27.410,2,3,1,4.99,12.53
08:10:30.870,0,3,1,113.45,51.59
08:10:38.750,1,3,1,121.05,35.1
08:10:39.260,2,0,1,114.75,31.98
08:10:39.650,5,6,1,4.97,12.53
08:10:43.180,2,1,1,111.84,14.48
08:10:44.880,4,0,1,76.92,66.21
08:10:47.200,0,1,1,98.13,13.45
08:10:49.270,1,4,1,111.54,51.74
08:10:51.330,4,7,1,7.22,26.92
08:10:53.470,2,7,1,122.84,76.89
08:10:55.790,4,2,1,75.63,35.23
08:10:57.360,2,1,1,98.67,12.46
08:10:58.660,6,5,1,39.51,12.53
08:11:05.350,3,7,1,131.58,53.24
08:11:10.130,5,7,1,153.2,28.1
08:11:11.360,3,2,1,66.07,12.53
08:11:17.350,3,4,1,120.59,13.6
08:11:18.850,4,7,1,129.92,43.67
08:11:25.980,2,3,1,91.34,16.57
08:11:29.660,7,6,1,1.18,16.5
08:11:31.780,7,3,1,1.01,57.28
08:11:33.800,7,3,1,1.01,54.25
08:11:35.360,5,1,1,16.36,17.11
08:11:39.940,1,6,1,61.88,75.81
08:11:40.520,3,1,1,50.57,28.03
08:11:41.560,4,1,1,30.87,48.71
08:11:43.610,4,1,1,29.83,46.69
08:11:45.110,3,5,1,93.84,26.14
08:11:46.890,4,0,1,27.56,61.16
08:11:48.210,2,7,1,70.12,73.86
08:11:53.670,4,2,1,21.79,30.18
08:11:55.120,3,0,1,36.98,42.5
08:12:00.730,1,2,1,42.1,12.46
08:12:01.540,4,5,1,88.24,12.53
08:12:04.370,4,2,1,12.1,28.16
08:12:13.370,7,2,1,120.09,62.14
08:12:15.760,5,2,1,147.83,29.99
08:12:21.700,7,2,1,112.52,49.01
08:12:29.700,2,7,1,29.64,71.84
08:12:29.920,7,0,1,104.55,78.17
08:12:33.150,2,3,1,27.2,12.53
08:12:41.470,7,4,1,93.76,17.81
08:12:48.910,0,4,1,21.13,17.71
08:12:56.220,6,7,1,61.67,12.53
08:12:57.30,7,2,1,0.0,0.0
08:13:03.40,6,4,1,0.0,0.0
08:13:04.120,7,2,1,71.36,59.11
08:13:07.820,4,0,1,86.24,56.11
08:13:16.30,4,7,1,0.0,0.0
08:13:30.320,7,0,1,45.92,74.94
08:13:36.510,6,0,1,52.52,62.6
08:13:37.270,5,6,1,7.07,12.53
08:13:38.260,6,5,1,51.78,12.53
08:13:41.700,0,5,1,110.5,59.96
08:13:44.440,7,3,1,32.05,43.54
08:13:47.140,2,4,1,136.04,14.42
08:13:47.420,5,7,1,19.08,25.07
08:13:50.610,3,6,1,1.46,26.96
08:13:51.90,5,4,1,0.0,0.0
08:13:54.600,4,3,1,40.47,12.59
08:13:55.410,7,2,1,21.84,44.97
08:14:03.40,5,2,1,0.0,0.0
08:14:03.420,1,5,1,104.71,44.51
08:14:03.660,5,3,1,40.94,14.42
08:14:25.110,1,0,1,50.6,13.45
08:14:26.100,0,1,1,67.11,14.46
08:14:32.840,4,6,1,104.24,31.13
08:14:35.670,3,2,1,13.01,12.53
08:14:36.420,7,6,1,2.85,18.37
08:14:37.450,6,5,1,21.21,13.54
08:14:41.630,7,0,1,1.01,90.87
08:14:44.100,7,1,1,1.01,74.94
08:14:53.770,6,1,1,5.9,59.37
08:14:54.540,3,0,1,6.51,29.57
08:14:58.670,4,2,1,28.1,14.42
08:14:58.950,5,4,1,14.27,12.53
08:15:06.910,1,5,1,41.78,42.46
08:15:07.250,4,5,1,70.84,13.54
08:15:19.90,0,7,1,0.0,0.0
08:15:20.120,6,0,1,90.12,73.53
08:15:20.560,3,1,1,91.09,32.67
08:15:22.150,5,0,1,71.03,68.64
08:15:23.100,5,3,1,71.09,16.44
08:15:24.280,3,2,1,88.38,17.17
08:15:24.680,1,3,1,24.46,14.32
08:15:25.810,0,1,1,7.85,13.45
08:15:26.460,7,0,1,134.93,110.9
08:15:29.150,0,2,1,5.07,27.94
08:15:31.230,1,4,1,18.47,28.91
08:15:32.460,5,3,1,62.74,14.42
08:15:36.230,4,6,1,42.87,28.1
08:15:37.60,0,1,1,0.0,0.0
08:15:44.380,2,1,1,1.19,12.46
08:15:49.790,3,0,1,63.88,47.14
08:15:51.130,5,6,1,42.53,12.53
08:15:51.460,4,2,1,73.17,28.16
08:16:00.700,3,6,1,3.78,44.74
08:16:06.560,2,1,1,64.29,12.46
08:16:08.650,7,0,1,93.75,108.88
08:16:08.740,1,5,1,19.25,47.3
08:16:08.920,1,3,1,20.08,30.85
08:16:12.650,0,5,1,1.88,61.77
08:16:21.90,1,0,1,0.0,0.0
08:16:22.520,7,4,1,80.89,47.71
08:16:28.790,2,5,1,17.52,27.97
08:16:31.820,1,2,1,1.01,12.46
08:16:38.30,6,4,1,0.0,0.0
08:16:40.440,4,0,1,25.2,57.12
08:16:40.470,7,5,1,63.95,29.11
08:16:42.260,2,6,1,5.06,41.52
08:16:42.670,7,0,1,62.76,104.84
08:16:44.480,4,5,1,103.57,15.56
08:16:54.140,5,4,1,80.41,15.56
08:16:54.860,4,6,1,94.2,28.1
08:16:56.290,3,0,1,1.01,42.5
08:17:00.560,7,2,1,45.88,75.88
08:17:03.50,0,1,1,0.0,0.0
08:17:09.160,3,0,1,9.08,43.51
08:17:14.510,3,0,1,4.74,41.49
08:17:17.320,3,1,1,2.94,26.01
08:17:19.390,3,7,1,55.05,58.29
08:17:20.130,2,0,1,13.68,25.92
08:17:21.890,3,7,1,53.56,56.27
08:17:21.980,1,0,1,3.36,13.45
08:17:24.380,0,3,1,18.46,30.58
08:17:25.870,1,4,1,52.38,17.81
08:17:28.490,0,2,1,15.36,15.01
08:17:30.50,2,4,1,0.0,0.0
08:17:30.540,3,2,1,75.21,14.55
08:17:31.20,4,3,1,0.0,0.0
08:17:33.970,2,7,1,25.91,73.86
08:17:43.30,2,4,1,0.0,0.0
08:17:43.300,7,5,1,4.15,25.07
08:17:44.10,1,7,1,0.0,0.0
08:17:48.120,5,4,1,27.44,13.54
08:17:48.480,2,5,1,12.41,43.73
08:17:48.540,1,4,1,30.72,15.79
08:17:49.780,3,1,1,56.98,28.03
08:17:52.400,6,0,1,7.59,89.27
08:17:53.50,7,3,1,0.0,0.0
08:17:54.300,0,4,1,10.49,32.28
08:17:56.00,2,3,1,0.0,0.0
08:17:58.770,7,1,1,75.99,66.17
08:18:04.120,4,3,1,28.02,12.59
08:18:04.510,7,1,1,71.26,64.15
08:18:10.860,3,0,1,36.91,40.48
08:18:10.880,5,2,1,5.69,44.74
08:18:11.890,7,6,1,64.89,12.53
08:18:12.830,4,5,1,17.24,12.53
08:18:20.640,3,7,1,123.26,59.3
08:18:20.80,5,2,1,0.0,0.0
08:18:33.670,1,3,1,77.14,32.07
08:18:42.320,0,6,1,50.99,96.34
08:18:45.150,4,1,1,62.83,30.93
08:18:45.690,1,4,1,66.13,46.69
08:18:46.170,6,7,1,12.01,12.53
08:18:52.370,1,3,1,60.46,29.04
08:18:52.760,4,6,1,8.51,14.38
08:19:00.740,4,2,1,48.25,15.43
08:19:03.60,4,6,1,0.0,0.0
08:19:03.800,6,2,1,12.87,17.15
08:19:05.130,4,0,1,44.87,44.39
08:19:07.20,3,4,1,0.0,0.0
08:19:09.40,7,1,1,0.0,0.0
08:19:10.00,5,6,1,0.0,0.0
08:19:11.40,0,3,1,0.0,0.0
08:19:16.10,2,5,1,0.0,0.0
08:19:19.360,0,1,1,14.96,15.47
08:19:23.340,0,5,1,11.99,76.73
08:19:23.590,0,4,1,12.75,63.18
08:19:31.570,6,4,1,1.01,14.38
08:19:31.720,1,6,1,22.12,74.8
08:19:35.340,5,6,1,77.74,12.53
08:19:36.300,2,6,1,30.01,61.32
08:19:38.960,3,7,1,45.95,57.28
08:19:51.690,2,7,1,15.63,76.89
08:19:57.710,0,2,1,37.7,26.93
08:20:00.440,0,3,1,35.98,41.49
08:20:02.570,2,1,1,2.87,12.46
08:20:02.760,2,3,1,5.57,12.53
08:20:08.730,6,1,1,93.08,84.52
08:20:10.750,4,3,1,126.24,14.61
08:20:16.250,6,4,1,86.57,32.14
08:20:22.110,3,6,1,3.81,40.7
08:20:22.360,7,1,1,62.87,104.13
08:20:23.420,1,3,1,26.46,27.02
08:20:25.690,7,4,1,60.55,49.73
08:20:26.810,1,0,1,9.7,13.45
08:20:26.920,7,1,1,60.33,101.1
08:20:27.90,5,6,1,0.0,0.0
08:20:31.580,6,3,1,72.25,48.78
08:20:35.830,4,2,1,102.17,29.17
08:20:44.220,4,2,1,94.79,27.15
08:20:45.430,5,0,1,74.98,83.42
08:20:46.370,5,4,1,75.05,12.53
08:20:48.120,5,4,1,92.08,15.56
08:20:48.320,7,1,1,39.94,99.08
08:20:50.720,0,4,1,152.48,51.26
08:20:56.290,2,5,1,7.07,45.02
08:20:56.780,2,4,1,7.59,29.57
08:21:04.190,5,4,1,77.02,13.54
08:21:06.780,7,5,1,22.49,30.12
08:21:12.180,1,7,1,8.43,19.75
08:21:14.490,3,4,1,4.44,14.0
08:21:14.700,2,3,1,148.57,14.55
08:21:16.370,3,1,1,41.16,21.9
08:21:17.10,5,7,1,0.0,0.0
08:21:17.70,3,2,1,0.0,0.0
08:21:19.330,3,7,1,1.01,43.44
08:21:19.670,0,6,1,124.54,70.19
08:21:19.730,0,7,1,125.49,83.74
08:21:20.800,4,0,1,76.99,44.39
08:21:25.550,3,7,1,72.61,43.54
08:21:33.580,2,0,1,74.61,34.63
08:21:34.840,4,7,1,1.01,26.92
08:21:36.300,6,5,1,8.54,13.54
08:21:39.370,6,0,1,6.48,98.99
08:21:44.670,6,2,1,115.64,66.37
08:21:45.610,4,1,1,53.19,28.91
08:21:46.500,0,4,1,99.36,32.28
08:21:50.100,3,6,1,49.07,29.99
08:21:50.340,7,4,1,14.46,31.97
08:21:50.440,7,2,1,15.37,49.43
08:22:01.810,3,1,1,2.29,14.32
08:22:04.680,5,1,1,17.54,46.5
08:22:05.380,5,6,1,50.24,12.53
08:22:05.80,0,2,1,0.0,0.0
08:22:10.400,7,2,1,72.32,84.97
08:22:13.610,0,6,1,72.62,67.16
08:22:16.390,0,6,1,70.48,60.39
08:22:16.540,1,5,1,3.91,34.15
08:22:22.820,1,5,1,1.01,29.76
08:22:23.190,3,1,1,10.44,31.69
08:22:27.860,0,6,1,59.38,65.14
08:22:27.930,0,7,1,59.95,72.93
08:22:28.910,7,0,1,54.82,113.93
08:22:28.930,6,5,1,72.39,14.55
08:22:30.850,5,1,1,87.05,64.28
08:22:33.130,4,2,1,6.68,14.42
08:22:36.350,6,1,1,65.98,80.86
08:22:38.810,2,4,1,65.47,29.17
08:22:41.450,1,7,1,60.9,57.45
08:22:41.780,5,4,1,77.13,12.53
08:22:43.970,7,4,1,40.77,49.73
08:22:44.620,7,3,1,41.13,67.38
08:22:45.150,3,6,1,73.69,31.52
08:22:45.790,4,3,1,89.7,16.63
08:22:45.980,2,7,1,59.31,62.66
08:22:47.550,0,6,1,40.7,63.12
08:22:47.600,4,5,1,71.56,12.53
08:22:48.560,0,5,1,40.33,43.81
08:22:50.840,2,1,1,1.01,12.46
08:22:54.150,3,4,1,65.7,12.59
08:22:56.950,6,4,1,46.39,29.11
08:23:03.500,5,4,1,138.3,17.58
08:23:03.530,6,1,1,121.69,89.5
08:23:05.270,7,5,1,21.49,30.12
08:23:08.340,7,4,1,19.43,45.69
08:23:11.560,6,4,1,114.67,34.16
08:23:14.770,2,1,1,93.94,12.46
08:23:24.650,4,3,1,51.85,14.61
08:23:28.90,2,1,1,0.0,0.0
08:23:29.250,6,1,1,97.99,86.47
08:23:30.220,5,4,1,112.59,15.56
08:23:33.330,5,4,1,110.49,13.54
08:23:35.630,4,2,1,41.88,28.16
08:23:37.340,5,3,1,107.49,36.8
08:23:42.910,6,1,1,85.34,84.45
08:23:48.890,3,7,1,121.14,43.54
08:23:56.250,4,0,1,22.27,58.13
08:23:57.620,1,2,1,189.08,19.53
08:24:07.120,4,0,1,56.62,17.71
08:24:08.830,5,6,1,4.89,12.53
08:24:11.860,1,5,1,175.85,70.34
08:24:12.490,1,6,1,176.23,84.9
08:24:12.920,1,2,1,176.81,15.49
08:24:14.970,4,7,1,1.01,30.96
08:24:20.960,5,1,1,133.54,56.2
08:24:23.30,1,5,1,0.0,0.0
08:24:24.330,1,6,1,166.41,81.87
08:24:24.630,3,6,1,86.41,28.98
08:24:24.70,6,2,1,0.0,0.0
08:24:31.70,0,2,1,0.0,0.0
08:24:34.320,1,3,1,157.43,31.06
08:24:34.950,3,7,1,77.1,40.51
08:24:38.570,3,1,1,84.08,28.03
08:24:39.620,7,4,1,2.21,20.89
08:24:41.440,6,1,1,27.82,82.43
08:24:44.120,4,7,1,67.04,27.93
08:24:44.870,7,4,1,1.05,15.79
08:24:48.660,2,4,1,46.05,15.43
08:24:50.710,3,5,1,62.35,14.42
08:24:51.670,7,2,1,1.01,82.5
08:24:55.120,5,2,1,100.39,41.71
08:24:56.280,1,5,1,136.48,64.28
08:25:01.520,0,2,1,17.16,15.01
08:25:04.680,2,7,1,31.04,44.38
08:25:12.60,6,7,1,0.0,0.0
08:25:16.290,2,1,1,59.91,13.47
08:25:19.180,1,3,1,138.14,32.43
08:25:19.860,5,2,1,76.66,39.69
08:25:19.920,0,2,1,2.55,15.01
08:25:20.280,1,7,1,138.05,73.98
08:25:21.520,6,2,1,214.45,56.27
08:25:26.520,1,0,1,69.22,13.45
08:25:31.10,7,0,1,0.0,0.0
08:25:34.160,0,3,1,77.06,52.6
08:25:37.150,5,2,1,60.38,37.67
08:25:40.290,0,5,1,71.94,86.83
08:25:41.70,0,5,1,0.0,0.0
08:25:45.210,4,3,1,2.82,12.59
08:25:45.470,6,1,1,191.51,70.76
08:25:45.90,7,0,1,0.0,0.0
08:25:46.800,1,2,1,112.54,15.85
08:25:53.400,5,7,1,10.3,14.38
08:26:02.720,4,0,1,47.35,54.09
08:26:04.210,6,0,1,173.78,85.23
08:26:04.860,2,0,1,12.35,32.99
08:26:09.260,4,6,1,110.2,32.14
08:26:10.280,2,3,1,76.97,14.55
08:26:10.510,0,4,1,42.73,65.2
08:26:13.330,2,3,1,74.93,12.53
08:26:14.730,4,5,1,105.74,13.54
08:26:16.140,6,3,1,162.57,50.8
08:26:17.930,1,4,1,82.42,44.02
08:26:19.860,3,1,1,42.81,27.02
08:26:21.00,0,4,1,0.0,0.0
08:26:25.490,7,2,1,9.1,21.31
08:26:27.670,2,4,1,89.55,26.14
08:26:29.80,1,5,1,0.0,0.0
08:26:31.790,4,7,1,89.69,44.68
08:26:33.580,2,1,1,23.34,12.46
08:26:36.420,7,0,1,1.01,45.41
08:26:39.820,6,2,1,139.9,63.34
08:26:49.790,5,1,1,141.75,55.19
08:26:49.860,6,3,1,130.87,47.77
08:26:53.710,3,5,1,51.13,31.19
08:26:55.400,7,1,1,99.95,94.41
08:26:55.80,4,0,1,0.0,0.0
08:27:03.230,7,4,1,93.13,47.71
08:27:03.60,0,6,1,0.0,0.0
08:27:06.180,4,3,1,138.91,12.59
08:27:06.230,7,2,1,91.14,75.88
08:27:12.890,3,5,1,32.96,29.17
08:27:17.890,0,2,1,5.97,32.34
08:27:25.50,6,7,1,0.0,0.0
08:27:25.890,5,1,1,111.42,60.24
08:27:28.300,7,5,1,70.08,32.14
08:27:34.710,7,6,1,64.68,15.56
08:27:34.780,0,2,1,10.4,15.01
08:27:41.260,7,1,1,59.14,88.35
08:27:41.720,1,7,1,1.01,68.57
08:27:42.620,7,3,1,58.79,57.28
08:27:42.660,6,1,1,79.08,76.82
08:27:49.820,4,3,1,102.05,15.62
08:27:55.250,3,6,1,15.52,27.99
08:28:02.440,1,2,1,162.33,17.51
08:28:02.770,6,4,1,59.98,28.1
08:28:03.920,2,3,1,1.73,12.53
08:28:11.640,7,0,1,30.78,101.81
08:28:17.760,1,6,1,148.02,61.06
08:28:24.160,0,7,1,49.84,64.95
08:28:28.770,0,5,1,46.24,33.81
08:28:34.470,2,5,1,132.58,50.8
08:28:35.10,2,1,1,0.0,0.0
08:28:37.330,3,7,1,55.05,44.55
08:28:38.760,0,7,1,37.26,61.92
08:28:41.60,6,5,1,0.0,0.0
08:28:46.370,5,6,1,63.47,14.55
08:28:48.900,2,4,1,119.16,28.16
08:28:49.370,6,5,1,14.39,12.53
08:28:50.200,4,1,1,42.68,43.66
08:28:53.10,3,7,1,0.0,0.0
08:28:53.570,3,5,1,39.82,14.42
08:28:54.960,4,3,1,38.93,12.59
08:28:56.850,3,1,1,42.86,26.01
08:29:06.750,7,5,1,73.22,17.41
08:29:10.410,5,0,1,7.91,73.7
08:29:14.50,0,3,1,0.0,0.0
08:29:17.340,1,6,1,89.45,59.04
08:29:22.730,0,1,1,62.52,18.5
08:29:23.680,5,6,1,27.17,12.53
08:29:23.970,1,5,1,83.83,43.47
08:29:26.670,2,3,1,82.4,14.55
08:29:35.50,1,6,1,0.0,0.0
08:29:36.10,7,5,1,0.0,0.0
08:29:38.60,7,6,1,0.0,0.0
08:29:38.980,5,0,1,59.42,74.71
08:29:40.110,3,1,1,10.42,25.0
08:29:40.700,0,5,1,45.56,67.03
08:29:46.320,1,3,1,62.49,27.02
08:29:49.760,1,3,1,60.06,25.0
08:29:49.890,7,3,1,31.09,47.6
08:29:58.280,4,5,1,78.96,19.6
08:30:06.360,5,2,1,33.05,44.74
08:30:08.300,5,3,1,32.12,27.15
08:30:11.460,0,1,1,15.81,15.47
08:30:13.190,7,4,1,8.8,32.98
08:30:15.190,5,2,1,26.24,41.71
08:30:15.860,7,4,1,7.14,30.96
08:30:19.270,6,7,1,92.14,12.53
08:30:19.270,0,3,1,9.01,48.56
08:30:26.520,2,6,1,23.56,60.31
08:30:27.570,0,5,1,1.72,62.99
08:30:28.630,1,0,1,69.01,13.45
08:30:30.520,4,5,1,47.73,17.58
08:30:34.130,7,4,1,92.85,37.47
08:30:35.940,2,7,1,15.15,74.87
