arrival_time,from_floor,to_floor,mannerly,waiting,in_elevator
08:04:05.470,4,3,1,199.9,21.68
08:04:09.160,3,4,1,23.04,12.59
08:04:11.120,7,5,1,47.75,29.11
08:04:11.680,1,0,1,2.1,13.45
08:04:12.870,2,1,1,111.18,12.46
08:04:13.130,1,4,1,33.63,27.9
08:04:13.970,4,3,1,192.41,19.66
08:04:14.120,3,4,1,133.35,13.6
08:04:16.530,5,0,1,74.49,60.97
08:04:17.60,4,1,1,0.0,0.0
08:04:20.700,1,0,1,1.01,13.45
08:04:22.100,7,3,1,37.78,51.62
08:04:22.970,5,0,1,69.06,58.95
08:04:24.140,6,0,1,51.31,78.56
08:04:24.300,5,3,1,68.74,17.45
08:04:38.490,5,3,1,55.56,15.43
08:04:43.290,0,4,1,105.85,50.92
08:04:46.370,2,6,1,13.87,42.53
08:04:50.550,5,6,1,11.84,12.53
08:04:53.00,4,0,1,0.0,0.0
08:04:57.720,7,6,1,3.17,12.53
08:05:02.330,4,5,1,15.37,12.53
08:05:06.580,1,6,1,66.56,53.01
08:05:07.270,5,1,1,27.79,42.46
08:05:12.20,2,6,1,0.0,0.0
08:05:15.390,4,2,1,132.0,36.24
08:05:23.380,0,4,1,66.77,48.9
08:05:26.980,0,2,1,64.18,28.95
08:05:29.530,0,7,1,62.64,75.83
08:05:33.350,6,3,1,11.45,25.95
08:05:34.340,7,1,1,1.85,35.93
08:05:36.690,7,6,1,1.01,12.53
08:05:37.620,4,3,1,110.78,16.63
08:05:51.670,6,1,1,1.01,18.43
08:05:58.100,0,2,1,35.08,25.92
08:06:02.260,6,3,1,67.71,39.1
08:06:10.260,3,0,1,1.51,16.35
08:06:14.320,7,5,1,66.4,15.39
08:06:20.820,3,5,1,7.66,25.13
08:06:21.950,6,7,1,45.22,12.53
08:06:25.440,5,2,1,71.69,28.98
08:06:26.180,3,1,1,83.91,29.04
08:06:31.540,4,3,1,57.87,14.61
08:06:32.90,4,0,1,0.0,0.0
08:06:34.220,1,4,1,12.42,31.4
08:06:36.780,0,6,1,1.01,31.16
08:06:41.630,5,2,1,56.51,26.96
08:06:43.590,2,1,1,81.06,12.46
08:06:44.550,7,3,1,37.18,30.83
08:06:47.780,0,7,1,106.84,87.92
08:06:54.70,7,0,1,0.0,0.0
08:07:00.210,2,5,1,1.01,32.39
08:07:01.110,6,3,1,9.87,37.08
08:07:02.610,2,5,1,1.01,28.98
08:07:03.730,4,3,1,26.69,12.59
08:07:11.620,2,4,1,55.51,29.17
08:07:12.560,3,5,1,69.13,31.19
08:07:16.810,1,7,1,96.44,68.28
08:07:20.680,3,7,1,62.02,45.58
08:07:30.430,1,4,1,83.83,31.76
08:07:31.40,5,1,1,0.0,0.0
08:07:38.290,3,1,1,12.81,27.02
08:07:40.510,3,5,1,43.2,28.16
08:07:40.810,4,7,1,56.51,29.95
08:07:41.550,2,3,1,26.59,12.53
08:07:44.800,7,3,1,4.22,17.15
08:07:45.90,1,7,1,0.0,0.0
08:07:46.410,1,0,1,33.74,13.45
08:07:49.420,4,5,1,48.91,12.53
08:07:55.740,5,1,1,170.9,60.24
08:08:02.820,6,0,1,145.22,95.33
08:08:05.420,7,4,1,63.88,16.8
08:08:07.40,4,6,1,0.0,0.0
08:08:08.850,3,1,1,1.01,23.99
08:08:09.90,0,3,1,0.0,0.0
08:08:14.650,0,1,1,20.98,16.6
08:08:15.230,5,3,1,151.56,15.43
08:08:16.730,7,1,1,53.58,32.6
08:08:22.570,6,5,1,126.48,16.57
08:08:24.520,2,3,1,46.71,12.53
08:08:27.260,0,6,1,9.38,71.34
08:08:28.90,0,3,1,0.0,0.0
08:08:31.30,0,3,1,0.0,0.0
08:08:33.710,4,0,1,53.41,29.25
08:08:37.770,0,4,1,1.01,48.25
08:08:39.290,3,5,1,45.49,18.26
08:08:48.160,3,6,1,37.63,36.15
08:08:48.200,6,4,1,101.86,32.14
08:08:49.90,7,5,1,0.0,0.0
08:08:50.450,2,1,1,150.38,17.51
08:08:52.920,3,6,1,33.88,34.13
08:08:57.110,1,2,1,1.01,12.46
08:08:58.890,0,5,1,58.5,31.58
08:09:01.260,6,1,1,89.81,76.82
08:09:07.340,5,3,1,100.31,30.18
08:09:10.460,0,6,1,47.94,46.14
08:09:10.480,2,7,1,1.12,48.92
08:09:14.440,3,2,1,108.8,14.55
08:09:17.610,5,2,1,90.19,31.0
08:09:20.590,2,7,1,189.27,78.91
08:09:21.940,3,0,1,102.31,51.59
08:09:25.20,0,6,1,0.0,0.0
08:09:25.670,7,6,1,37.89,26.64
08:09:27.610,3,7,1,1.01,46.87
08:09:29.60,4,1,1,0.0,0.0
08:09:30.810,4,6,1,1.78,14.38
08:09:40.280,4,2,1,82.94,31.19
08:09:40.430,3,0,1,84.83,49.57
08:09:42.770,5,6,1,1.29,15.86
08:09:42.860,4,5,1,168.77,18.59
08:09:42.900,1,7,1,28.96,46.23
08:09:46.380,5,7,1,1.01,27.09
08:09:50.160,5,4,1,58.5,12.53
08:09:52.290,6,1,1,38.93,68.13
08:09:58.370,5,7,1,31.62,27.09
08:09:58.840,7,2,1,5.73,75.24
08:10:06.700,7,5,1,1.01,38.06
08:10:11.650,7,1,1,1.95,86.76
08:10:12.240,6,3,1,19.84,46.76
08:10:12.340,4,5,1,140.3,16.57
08:10:13.330,6,0,1,18.9,84.62
08:10:15.870,2,6,1,135.0,62.33
08:10:16.630,7,5,1,1.04,27.09
08:10:17.500,5,6,1,13.5,12.53
08:10:25.210,2,4,1,126.67,35.23
08:10:27.340,6,0,1,5.75,89.27
08:10:27.410,2,3,1,125.48,15.56
08:10:30.870,0,3,1,87.0,52.6
08:10:38.750,1,3,1,94.6,36.11
08:10:39.260,2,0,1,42.58,31.98
08:10:39.650,5,6,1,131.59,13.54
08:10:43.180,2,1,1,39.67,14.48
08:10:44.880,4,0,1,19.35,57.12
08:10:47.200,0,1,1,71.68,13.45
08:10:49.270,1,4,1,85.09,53.76
08:10:51.330,4,7,1,102.32,47.71
08:10:53.470,2,7,1,100.43,73.86
08:10:55.790,4,2,1,9.45,28.16
08:10:57.360,2,1,1,26.5,12.46
08:10:58.660,6,5,1,11.98,12.53
08:11:05.350,3,7,1,106.14,55.26
08:11:10.130,5,7,1,102.12,27.09
08:11:11.360,3,2,1,8.5,12.53
08:11:17.350,3,4,1,95.15,13.6
08:11:18.850,4,7,1,75.81,45.69
08:11:25.980,2,3,1,68.93,12.53
08:11:29.660,7,6,1,9.36,14.55
08:11:31.780,7,3,1,8.25,41.52
08:11:33.800,7,3,1,7.24,39.5
08:11:35.360,5,1,1,30.76,32.79
08:11:39.940,1,6,1,35.43,78.84
08:11:40.520,3,1,1,42.05,15.33
08:11:41.560,4,1,1,121.67,36.99
08:11:43.610,4,1,1,120.63,34.97
08:11:45.110,3,5,1,68.4,27.15
08:11:46.890,4,0,1,118.36,58.22
08:11:48.210,2,7,1,211.39,72.85
08:11:53.670,4,2,1,112.59,17.45
08:11:55.120,3,0,1,28.46,28.79
08:12:00.730,1,2,1,15.65,12.46
08:12:01.540,4,5,1,34.13,12.53
08:12:04.370,4,2,1,102.9,15.43
08:12:13.370,7,2,1,69.01,44.36
08:12:15.760,5,2,1,90.34,15.83
08:12:21.700,7,2,1,61.69,42.34
08:12:29.700,2,7,1,170.91,70.83
08:12:29.920,7,0,1,54.48,80.08
08:12:33.150,2,3,1,168.47,13.54
08:12:41.470,7,4,1,43.94,16.8
08:12:48.910,0,4,1,4.48,17.71
08:12:56.220,6,7,1,9.58,12.53
08:12:57.30,7,2,1,0.0,0.0
08:13:03.40,6,4,1,0.0,0.0
08:13:04.120,7,2,1,22.3,38.3
08:13:07.820,4,0,1,40.46,54.18
08:13:16.30,4,7,1,0.0,0.0
08:13:30.320,7,0,1,1.39,45.24
08:13:36.510,6,0,1,25.82,62.24
08:13:37.270,5,6,1,110.45,13.54
08:13:38.260,6,5,1,25.08,12.53
08:13:41.700,0,5,1,36.27,31.58
08:13:44.440,7,3,1,5.35,42.53
08:13:47.140,2,4,1,95.49,25.13
08:13:47.420,5,7,1,101.31,26.08
08:13:50.610,3,6,1,82.68,28.98
08:13:51.90,5,4,1,0.0,0.0
08:13:54.600,4,3,1,67.5,13.6
08:13:55.410,7,2,1,120.42,78.91
08:14:03.40,5,2,1,0.0,0.0
08:14:03.420,1,5,1,28.01,17.11
08:14:03.660,5,3,1,13.23,14.42
08:14:25.110,1,0,1,2.89,13.45
08:14:26.100,0,1,1,19.4,13.45
08:14:32.840,4,6,1,75.94,30.12
08:14:35.670,3,2,1,1.35,12.53
08:14:36.420,7,6,1,80.42,15.56
08:14:37.450,6,5,1,95.97,14.55
08:14:41.630,7,0,1,76.22,114.94
08:14:44.100,7,1,1,74.76,93.4
08:14:53.770,6,1,1,80.66,76.82
08:14:54.540,3,0,1,22.18,48.04
08:14:58.670,4,2,1,4.44,35.72
08:14:58.950,5,4,1,90.04,15.56
08:15:06.910,1,5,1,74.35,67.23
08:15:07.250,4,5,1,42.54,13.54
08:15:19.90,0,7,1,0.0,0.0
08:15:20.120,6,0,1,55.32,95.33
08:15:20.560,3,1,1,1.85,28.89
08:15:22.150,5,0,1,67.85,79.76
08:15:23.100,5,3,1,67.91,28.16
08:15:24.280,3,2,1,1.01,12.53
08:15:24.680,1,3,1,57.59,35.02
08:15:25.810,0,1,1,39.97,14.46
08:15:26.460,7,0,1,33.41,111.91
08:15:29.150,0,2,1,37.64,30.97
08:15:31.230,1,4,1,52.05,47.62
08:15:32.460,5,3,1,59.56,26.14
08:15:36.230,4,6,1,14.57,27.09
08:15:37.60,0,1,1,0.0,0.0
08:15:44.380,2,1,1,91.38,14.48
08:15:49.790,3,0,1,70.4,48.56
08:15:51.130,5,6,1,13.22,12.53
08:15:51.460,4,2,1,54.11,28.16
08:16:00.700,3,6,1,57.61,43.73
08:16:06.560,2,1,1,70.21,12.46
08:16:08.650,7,0,1,24.82,46.66
08:16:08.740,1,5,1,15.55,63.19
08:16:08.920,1,3,1,16.38,30.98
08:16:12.650,0,5,1,68.5,58.33
08:16:21.90,1,0,1,0.0,0.0
08:16:22.520,7,4,1,11.96,25.91
08:16:28.790,2,5,1,9.99,47.69
08:16:31.820,1,2,1,96.95,14.48
08:16:38.30,6,4,1,0.0,0.0
08:16:40.440,4,0,1,20.97,17.71
08:16:40.470,7,5,1,116.44,33.15
08:16:42.260,2,6,1,1.49,59.3
08:16:42.670,7,0,1,115.25,92.11
08:16:44.480,4,5,1,27.44,13.54
08:16:54.140,5,4,1,61.46,14.55
08:16:54.860,4,6,1,18.07,28.1
08:16:56.290,3,0,1,4.91,46.54
08:17:00.560,7,2,1,98.37,61.13
08:17:03.50,0,1,1,0.0,0.0
08:17:09.160,3,0,1,75.62,48.56
08:17:14.510,3,0,1,71.28,46.54
08:17:17.320,3,1,1,69.48,30.05
08:17:19.390,3,7,1,43.65,31.84
08:17:20.130,2,0,1,83.25,26.93
08:17:21.890,3,7,1,42.16,29.82
08:17:21.980,1,0,1,11.3,13.45
08:17:24.380,0,3,1,1.24,36.4
08:17:25.870,1,4,1,43.91,28.91
08:17:28.490,0,2,1,1.01,15.01
08:17:30.50,2,4,1,0.0,0.0
08:17:30.540,3,2,1,57.27,14.55
08:17:31.20,4,3,1,0.0,0.0
08:17:33.970,2,7,1,11.56,50.36
08:17:43.30,2,4,1,0.0,0.0
08:17:43.300,7,5,1,56.64,29.11
08:17:44.10,1,7,1,0.0,0.0
08:17:48.120,5,4,1,8.49,12.53
08:17:48.480,2,5,1,1.01,28.98
08:17:48.540,1,4,1,22.25,26.89
08:17:49.780,3,1,1,39.04,27.02
08:17:52.400,6,0,1,64.12,72.5
08:17:53.50,7,3,1,0.0,0.0
08:17:54.300,0,4,1,1.01,44.39
08:17:56.00,2,3,1,0.0,0.0
08:17:58.770,7,1,1,42.18,73.6
08:18:04.120,4,3,1,7.05,12.59
08:18:04.510,7,1,1,37.45,71.58
08:18:10.860,3,0,1,18.97,41.49
08:18:10.880,5,2,1,43.39,15.83
08:18:11.890,7,6,1,31.08,12.53
08:18:12.830,4,5,1,27.89,12.53
08:18:20.640,3,7,1,98.57,58.29
08:18:20.80,5,2,1,0.0,0.0
08:18:33.670,1,3,1,66.16,18.36
08:18:42.320,0,6,1,32.04,87.57
08:18:45.150,4,1,1,37.46,29.92
08:18:45.690,1,4,1,55.15,31.97
08:18:46.170,6,7,1,116.78,12.53
08:18:52.370,1,3,1,49.48,15.33
08:18:52.760,4,6,1,31.78,14.38
08:19:00.740,4,2,1,22.88,15.43
08:19:03.60,4,6,1,0.0,0.0
08:19:03.800,6,2,1,36.14,29.82
08:19:05.130,4,0,1,19.5,43.38
08:19:07.20,3,4,1,0.0,0.0
08:19:09.40,7,1,1,0.0,0.0
08:19:10.00,5,6,1,0.0,0.0
08:19:11.40,0,3,1,0.0,0.0
08:19:16.10,2,5,1,0.0,0.0
08:19:19.360,0,1,1,3.01,16.44
08:19:23.340,0,5,1,1.01,62.01
08:19:23.590,0,4,1,1.77,48.46
08:19:31.570,6,4,1,9.38,14.38
08:19:31.720,1,6,1,11.14,58.06
08:19:35.340,5,6,1,52.04,12.53
08:19:36.300,2,6,1,34.48,42.53
08:19:38.960,3,7,1,21.26,56.27
08:19:51.690,2,7,1,20.1,54.06
08:19:57.710,0,2,1,13.34,16.02
08:20:00.440,0,3,1,11.62,27.55
08:20:02.570,2,1,1,127.39,13.47
08:20:02.760,2,3,1,10.04,12.53
08:20:08.730,6,1,1,65.36,75.75
08:20:10.750,4,3,1,91.04,13.6
08:20:16.250,6,4,1,58.85,25.07
08:20:22.110,3,6,1,4.24,25.95
08:20:22.360,7,1,1,36.16,94.35
08:20:23.420,1,3,1,79.42,15.33
08:20:25.690,7,4,1,33.84,41.65
08:20:26.810,1,0,1,46.08,13.45
08:20:26.920,7,1,1,33.62,91.32
08:20:27.90,5,6,1,0.0,0.0
08:20:31.580,6,3,1,44.53,43.1
08:20:35.830,4,2,1,66.37,33.15
08:20:44.220,4,2,1,58.58,26.14
08:20:45.430,5,0,1,37.76,75.72
08:20:46.370,5,4,1,37.83,16.57
08:20:48.120,5,4,1,37.09,14.55
08:20:48.320,7,1,1,13.23,89.3
08:20:50.720,0,4,1,36.64,48.46
08:20:56.290,2,5,1,122.7,46.76
08:20:56.780,2,4,1,123.22,30.18
08:21:04.190,5,4,1,22.03,12.53
08:21:06.780,7,5,1,1.01,14.38
08:21:12.180,1,7,1,31.67,75.65
08:21:14.490,3,4,1,44.7,15.62
08:21:14.700,2,3,1,106.31,14.55
08:21:16.370,3,1,1,40.04,28.03
08:21:17.10,5,7,1,0.0,0.0
08:21:17.70,3,2,1,0.0,0.0
08:21:19.330,3,7,1,40.87,58.29
08:21:19.670,0,6,1,8.7,75.56
08:21:19.730,0,7,1,9.65,91.13
08:21:20.800,4,0,1,22.41,63.12
08:21:25.550,3,7,1,35.66,56.27
08:21:33.580,2,0,1,37.39,26.93
08:21:34.840,4,7,1,42.0,39.63
08:21:36.300,6,5,1,171.12,22.63
08:21:39.370,6,0,1,169.06,94.32
08:21:44.670,6,2,1,164.77,63.34
08:21:45.610,4,1,1,1.01,42.21
08:21:46.500,0,4,1,53.43,51.26
08:21:50.100,3,6,1,12.12,40.7
08:21:50.340,7,4,1,71.19,40.05
08:21:50.440,7,2,1,72.1,74.28
08:22:01.810,3,1,1,1.01,25.0
08:22:04.680,5,1,1,78.31,72.36
08:22:05.380,5,6,1,24.0,12.53
08:22:05.80,0,2,1,0.0,0.0
08:22:10.400,7,2,1,53.15,72.26
08:22:13.610,0,6,1,27.33,80.38
08:22:16.390,0,6,1,25.56,78.36
08:22:16.540,1,5,1,46.49,42.49
08:22:22.820,1,5,1,41.22,40.47
08:22:23.190,3,1,1,98.07,32.07
08:22:27.860,0,6,1,15.1,76.34
08:22:27.930,0,7,1,16.04,90.9
08:22:28.910,7,0,1,35.65,104.25
08:22:28.930,6,5,1,121.52,18.59
08:22:30.850,5,1,1,53.15,70.34
08:22:33.130,4,2,1,69.47,32.2
08:22:36.350,6,1,1,115.11,77.83
08:22:38.810,2,4,1,23.21,27.15
08:22:41.450,1,7,1,23.6,66.56
08:22:41.780,5,4,1,43.23,14.55
08:22:43.970,7,4,1,21.6,35.0
08:22:44.620,7,3,1,21.96,53.66
08:22:45.150,3,6,1,31.43,41.71
08:22:45.790,4,3,1,57.82,15.62
08:22:45.980,2,7,1,17.05,70.83
08:22:47.550,0,6,1,1.01,70.51
08:22:47.600,4,5,1,44.61,12.53
08:22:48.560,0,5,1,1.01,56.96
08:22:50.840,2,1,1,87.0,14.48
08:22:54.150,3,4,1,25.23,12.59
08:22:56.950,6,4,1,95.52,35.17
08:23:03.500,5,4,1,22.52,12.53
08:23:03.530,6,1,1,89.95,74.8
08:23:05.270,7,5,1,2.32,14.38
08:23:08.340,7,4,1,64.29,15.79
08:23:11.560,6,4,1,82.93,32.14
08:23:14.770,2,1,1,64.08,12.46
08:23:24.650,4,3,1,19.97,13.6
08:23:28.90,2,1,1,0.0,0.0
08:23:29.250,6,1,1,66.25,71.77
08:23:30.220,5,4,1,80.85,14.55
08:23:33.330,5,4,1,78.75,12.53
08:23:35.630,4,2,1,10.0,28.16
08:23:37.340,5,3,1,204.86,33.21
08:23:42.910,6,1,1,53.6,69.75
08:23:48.890,3,7,1,108.5,64.35
08:23:56.250,4,0,1,33.19,19.73
08:23:57.620,1,2,1,64.66,19.53
08:24:07.120,4,0,1,23.33,17.71
08:24:08.830,5,6,1,120.77,13.54
08:24:11.860,1,5,1,51.43,65.29
08:24:12.490,1,6,1,51.81,81.87
08:24:12.920,1,2,1,52.39,15.49
08:24:14.970,4,7,1,99.06,45.69
08:24:20.960,5,1,1,162.25,61.25
08:24:23.30,1,5,1,0.0,0.0
08:24:24.330,1,6,1,41.99,78.84
08:24:24.630,3,6,1,73.77,45.75
08:24:24.70,6,2,1,0.0,0.0
08:24:31.70,0,2,1,0.0,0.0
08:24:34.320,1,3,1,33.01,29.04
08:24:34.950,3,7,1,64.46,61.32
08:24:38.570,3,1,1,41.68,25.0
08:24:39.620,7,4,1,124.15,36.01
08:24:41.440,6,1,1,155.34,63.1
08:24:44.120,4,7,1,96.36,39.63
08:24:44.870,7,4,1,119.91,33.99
08:24:48.660,2,4,1,34.17,30.18
08:24:50.710,3,5,1,49.71,26.14
08:24:51.670,7,2,1,114.12,66.2
08:24:55.120,5,2,1,129.1,45.75
08:24:56.280,1,5,1,12.06,59.23
08:25:01.520,0,2,1,3.03,15.01
08:25:04.680,2,7,1,19.16,78.91
08:25:12.60,6,7,1,0.0,0.0
08:25:16.290,2,1,1,4.29,12.46
08:25:19.180,1,3,1,193.22,34.09
08:25:19.860,5,2,1,105.37,43.73
08:25:19.920,0,2,1,28.61,17.03
08:25:20.280,1,7,1,193.13,89.36
08:25:21.520,6,2,1,116.27,48.61
08:25:26.520,1,0,1,7.54,13.45
08:25:31.10,7,0,1,0.0,0.0
08:25:34.160,0,3,1,15.38,39.35
08:25:37.150,5,2,1,89.09,41.71
08:25:40.290,0,5,1,10.26,63.48
08:25:41.70,0,5,1,0.0,0.0
08:25:45.210,4,3,1,95.59,13.6
08:25:45.470,6,1,1,93.33,60.07
08:25:45.90,7,0,1,0.0,0.0
08:25:46.800,1,2,1,167.62,17.51
08:25:53.400,5,7,1,17.21,28.1
08:26:02.720,4,0,1,79.09,56.11
08:26:04.210,6,0,1,75.6,74.54
08:26:04.860,2,0,1,95.29,27.94
08:26:09.260,4,6,1,12.23,26.08
08:26:10.280,2,3,1,2.72,14.88
08:26:10.510,0,4,1,118.6,50.25
08:26:13.330,2,3,1,1.01,12.53
08:26:14.730,4,5,1,7.77,12.53
08:26:16.140,6,3,1,64.68,32.03
08:26:17.930,1,4,1,137.5,45.68
08:26:19.860,3,1,1,66.74,28.03
08:26:21.00,0,4,1,0.0,0.0
08:26:25.490,7,2,1,21.31,64.18
08:26:27.670,2,4,1,120.5,30.18
08:26:29.80,1,5,1,0.0,0.0
08:26:31.790,4,7,1,9.71,26.92
08:26:33.580,2,1,1,67.58,12.46
08:26:36.420,7,0,1,11.39,91.12
08:26:39.820,6,2,1,42.01,43.56
08:26:49.790,5,1,1,188.92,47.54
08:26:49.860,6,3,1,32.98,29.0
08:26:53.710,3,5,1,109.02,30.18
08:26:55.400,7,1,1,5.73,79.76
08:26:55.80,4,0,1,0.0,0.0
08:27:03.230,7,4,1,1.01,32.98
08:27:03.60,0,6,1,0.0,0.0
08:27:06.180,4,3,1,32.06,12.59
08:27:06.230,7,2,1,3.21,29.69
08:27:12.890,3,5,1,90.85,28.16
08:27:17.890,0,2,1,52.23,17.03
08:27:25.50,6,7,1,0.0,0.0
08:27:25.890,5,1,1,153.83,45.52
08:27:28.300,7,5,1,114.22,35.17
08:27:34.710,7,6,1,108.82,16.57
08:27:34.780,0,2,1,36.35,15.01
08:27:41.260,7,1,1,103.28,83.73
08:27:41.720,1,7,1,54.72,85.32
08:27:42.620,7,3,1,102.93,64.35
08:27:42.660,6,1,1,118.46,66.14
08:27:49.820,4,3,1,145.47,13.6
08:27:55.250,3,6,1,49.5,40.7
08:28:02.440,1,2,1,35.01,13.47
08:28:02.770,6,4,1,99.36,32.14
08:28:03.920,2,3,1,25.26,12.53
08:28:11.640,7,0,1,74.92,99.21
08:28:17.760,1,6,1,20.7,70.76
08:28:24.160,0,7,1,11.21,46.13
08:28:28.770,0,5,1,7.61,19.03
08:28:34.470,2,5,1,18.48,41.71
08:28:35.10,2,1,1,0.0,0.0
08:28:37.330,3,7,1,8.43,52.23
08:28:38.760,0,7,1,148.03,97.19
08:28:41.60,6,5,1,0.0,0.0
08:28:46.370,5,6,1,10.06,12.53
08:28:48.900,2,4,1,5.06,26.14
08:28:49.370,6,5,1,53.77,12.53
08:28:50.200,4,1,1,86.1,27.93
08:28:53.10,3,7,1,0.0,0.0
08:28:53.570,3,5,1,13.94,26.14
08:28:54.960,4,3,1,249.82,14.61
08:28:56.850,3,1,1,58.31,16.34
08:29:06.750,7,5,1,20.82,29.11
08:29:10.410,5,0,1,50.32,64.03
08:29:14.50,0,3,1,0.0,0.0
08:29:17.340,1,6,1,55.18,59.04
08:29:22.730,0,1,1,105.07,19.51
08:29:23.680,5,6,1,12.0,12.53
08:29:23.970,1,5,1,49.56,44.48
08:29:26.670,2,3,1,61.35,13.54
08:29:35.50,1,6,1,0.0,0.0
08:29:36.10,7,5,1,0.0,0.0
08:29:38.60,7,6,1,0.0,0.0
08:29:38.980,5,0,1,22.76,62.01
08:29:40.110,3,1,1,16.06,14.32
08:29:40.700,0,5,1,88.11,69.08
08:29:46.320,1,3,1,28.22,29.04
08:29:49.760,1,3,1,25.79,27.02
08:29:49.890,7,3,1,13.9,31.84
08:29:58.280,4,5,1,119.0,15.56
08:30:06.360,5,2,1,11.82,39.89
08:30:08.300,5,3,1,10.89,15.43
08:30:11.460,0,1,1,58.36,16.48
08:30:13.190,7,4,1,131.53,39.04
08:30:15.190,5,2,1,5.01,36.86
08:30:15.860,7,4,1,129.87,37.02
08:30:19.270,6,7,1,109.88,14.55
08:30:19.270,0,3,1,51.56,32.83
08:30:26.520,2,6,1,2.51,41.52
08:30:27.570,0,5,1,44.27,65.04
08:30:28.630,1,0,1,20.66,13.45
08:30:30.520,4,5,1,87.77,13.54
08:30:34.130,7,4,1,112.61,35.0
08:30:35.940,2,7,1,65.53,53.07
